Commune,Number of sales,Average registered price per squared meter in Euros,MinPriceSM,MaxPriceSM,ARPsm_VEPA,MinPriceSM_VEPA,MaxPriceSM_VEPA,Year
Diekirch,31,3652.541,2282,4487,4845.979,3221,6853,2012
Differdange,167,3495.463,2337,4579,3843.486,3280,4322,2012
Dippach,17,3793.629,1748,5135,4651.735,4263,5130,2012
Dudelange,109,3726.644,2423,4809,4413.628,3711,5129,2012
Echternach,25,3668.146,2931,4790,4845.979,3221,6853,2012
Ell,5,3998.736,2543,5933,4845.979,3221,6853,2012
Erpeldange,7,3998.736,2543,5933,4845.979,3221,6853,2012
Esch-sur-Alzette,181,3426.611,2183,4340,4588.709,3779,5666,2012
Esch-sur-S?e,5,3998.736,2543,5933,4845.979,3221,6853,2012
Eschweiler,6,3998.736,2543,5933,4845.979,3221,6853,2012
Ettelbruck,54,3608.368,2560,4499,4845.979,3221,6853,2012
Feulen,1,3998.736,2543,5933,4845.979,3221,6853,2012
Fischbach,8,3998.736,2543,5933,4845.979,3221,6853,2012
Flaxweiler,1,3998.736,2543,5933,4845.979,3221,6853,2012
Frisange,15,3740.67,1903,4819,3656.909,2537,4521,2012
Garnich,0,3998.736,2543,5933,4845.979,3221,6853,2012
Goesdorf,9,3998.736,2543,5933,4845.979,3221,6853,2012
Grevenmacher,44,3656.865,2767,4922,3806.672,2965,4625,2012
Grosbous,4,3998.736,2543,5933,4845.979,3221,6853,2012
Heffingen,3,3998.736,2543,5933,4845.979,3221,6853,2012
Hesperange,87,4585.163,3387,5896,5397.53,4008,7033,2012
Hobscheid,19,3567.256,2771,4224,4845.979,3221,6853,2012
Junglinster,16,4440.737,3439,5325,4942.814,4187,6124,2012
Kaerjeng,51,3722.413,2816,4769,4845.979,3221,6853,2012
Kayl,52,3742.394,2875,4569,4165.861,3405,4886,2012
Kehlen,18,4328.216,3252,5532,4845.979,3221,6853,2012
Kiischpelt,1,3998.736,2543,5933,4845.979,3221,6853,2012
Koerich,4,3998.736,2543,5933,4845.979,3221,6853,2012
Kopstal,6,3998.736,2543,5933,5846.862,4672,7065,2012
Lac de la Haute-S?e,3,3998.736,2543,5933,4845.979,3221,6853,2012
Larochette,11,3167.292,2055,3916,4845.979,3221,6853,2012
Lenningen,5,3998.736,2543,5933,4845.979,3221,6853,2012
Leudelange,13,4614.376,3715,5591,4913.145,4491,5839,2012
Lintgen,23,3884.23,2767,4920,4845.979,3221,6853,2012
Lorentzweiler,6,3998.736,2543,5933,4954.346,3604,5861,2012
Luxembourg City,458,5071.203,3520,6845,5789.002,4521,7582,2012
Mamer,31,4331.828,3074,5279,5031.616,4023,5749,2012
Manternach,1,3998.736,2543,5933,4845.979,3221,6853,2012
Mersch,41,3908.377,2970,4670,4520.063,3313,4935,2012
Mertert,14,3468.296,1804,4368,4845.979,3221,6853,2012
Mertzig,2,3998.736,2543,5933,4845.979,3221,6853,2012
Mompach,1,3998.736,2543,5933,4845.979,3221,6853,2012
Mondercange,29,3840.847,2863,4995,4845.979,3221,6853,2012
Mondorf-les-Bains,38,4122.83,3201,5078,4845.979,3221,6853,2012
Niederanven,2,3998.736,2543,5933,4845.979,3221,6853,2012
Nommern,0,3998.736,2543,5933,4845.979,3221,6853,2012
Parc Hosingen,10,3044.01,2454,3462,4845.979,3221,6853,2012
Petange,110,3490.944,2564,4396,3449.667,2904,4369,2012
Preizerdaul,1,3998.736,2543,5933,4845.979,3221,6853,2012
Putscheid,1,3998.736,2543,5933,4845.979,3221,6853,2012
Rambrouch,6,3998.736,2543,5933,4845.979,3221,6853,2012
Reckange-sur-Mess,5,3998.736,2543,5933,4845.979,3221,6853,2012
Redange,9,3998.736,2543,5933,4845.979,3221,6853,2012
Reisdorf,2,3998.736,2543,5933,4845.979,3221,6853,2012
Remich,28,3548.208,2460,4846,4219.075,2780,4972,2012
Roeser,35,4378.42,3497,5742,4806.334,4276,5922,2012
Rosport,3,3998.736,2543,5933,4845.979,3221,6853,2012
Rumelange,30,3432.808,2525,4260,4076.799,3416,4891,2012
Saeul,4,3998.736,2543,5933,4845.979,3221,6853,2012
Sandweiler,10,4362.772,3714,5274,4845.979,3221,6853,2012
Sanem,71,3670.783,2532,4705,4215.595,3197,5082,2012
Schengen,16,3619.799,2446,4787,4590.349,3903,5184,2012
Schieren,7,3998.736,2543,5933,4247.219,3604,4778,2012
Schifflange,40,3408.858,2254,4366,4248.729,3076,5139,2012
Schuttrange,7,3998.736,2543,5933,4845.979,3221,6853,2012
Septfontaines,0,3998.736,2543,5933,4845.979,3221,6853,2012
Stadtbredimus,5,3998.736,2543,5933,4845.979,3221,6853,2012
Steinfort,10,3549.644,2115,4511,4178.706,3862,4564,2012
Steinsel,16,4270.386,2612,5845,4845.979,3221,6853,2012
Strassen,54,5059.878,3544,6219,5966.764,4600,7121,2012
Tandel,7,3998.736,2543,5933,4845.979,3221,6853,2012
Troisvierges,5,3998.736,2543,5933,4845.979,3221,6853,2012
Tuntange,6,3998.736,2543,5933,4845.979,3221,6853,2012
Useldange,2,3998.736,2543,5933,4845.979,3221,6853,2012
Vall? de l'Ernz,1,3998.736,2543,5933,4845.979,3221,6853,2012
Vianden,0,3998.736,2543,5933,4845.979,3221,6853,2012
Vichten,2,3998.736,2543,5933,4845.979,3221,6853,2012
Wahl,0,3998.736,2543,5933,4845.979,3221,6853,2012
Waldbillig,4,3998.736,2543,5933,4845.979,3221,6853,2012
Waldbredimus,1,3998.736,2543,5933,4845.979,3221,6853,2012
Walferdange,32,4571.507,3568,5666,4845.979,3221,6853,2012
Weiler-la-Tour,6,3998.736,2543,5933,4845.979,3221,6853,2012
Weiswampach,5,3998.736,2543,5933,3861.883,3069,5578,2012
Wiltz,24,2868.001,2386,3432,4845.979,3221,6853,2012
Wincrange,6,3998.736,2543,5933,4845.979,3221,6853,2012
Winseler,8,3998.736,2543,5933,4845.979,3221,6853,2012
Wormeldange,6,3998.736,2543,5933,4845.979,3221,6853,2012
Beaufort,1,4160,2624,6176,5191,3382,7502,2013
Bech,1,4160,2624,6176,5191,3382,7502,2013
Beckerich,8,4160,2624,6176,5191,3382,7502,2013
Berdorf,3,4160,2624,6176,5191,3382,7502,2013
Bertrange,31,5367.213,3603,6705,6194.925,5321,7041,2013
Bettembourg,52,3804.153,2589,4959,5178.687,4078,6516,2013
Bettendorf,10,3555.294,2256,5275,5191,3382,7502,2013
Betzdorf,8,4160,2624,6176,5191,3382,7502,2013
Bissen,13,3155.827,1880,3794,5191,3382,7502,2013
Biwer,4,4160,2624,6176,5191,3382,7502,2013
Boevange-sur-Attert,2,4160,2624,6176,5191,3382,7502,2013
Boulaide,3,4160,2624,6176,5191,3382,7502,2013
Bourscheid,1,4160,2624,6176,5191,3382,7502,2013
Bous,2,4160,2624,6176,5191,3382,7502,2013
Clervaux,18,2927.163,1679,3532,5191,3382,7502,2013
Colmar-Berg,23,3441.542,2930,3962,5191,3382,7502,2013
Consdorf,1,4160,2624,6176,5191,3382,7502,2013
Contern,6,4160,2624,6176,5191,3382,7502,2013
Dalheim,2,4160,2624,6176,5191,3382,7502,2013
Diekirch,29,3770.578,2164,4967,4640.46,3722,5211,2013
Differdange,175,3604.329,2290,4696,3870.767,3198,4683,2013
Dippach,12,4009.644,2349,5357,5191,3382,7502,2013
Dudelange,122,3766.274,2550,4612,4687.194,3710,5479,2013
Echternach,24,3560.576,2264,4214,5191,3382,7502,2013
Ell,5,4160,2624,6176,5191,3382,7502,2013
Erpeldange,13,3832.546,2777,4899,5191,3382,7502,2013
Esch-sur-Alzette,193,3798.34,2600,5116,4496.925,3586,5356,2013
Esch-sur-S?e,2,4160,2624,6176,5191,3382,7502,2013
Eschweiler,1,4160,2624,6176,5191,3382,7502,2013
Ettelbruck,49,3495.778,1811,4893,4629.116,3179,5107,2013
Feulen,1,4160,2624,6176,5191,3382,7502,2013
Fischbach,7,4160,2624,6176,5191,3382,7502,2013
Flaxweiler,1,4160,2624,6176,5191,3382,7502,2013
Frisange,28,4374.453,3466,5397,4827.583,3898,5765,2013
Garnich,1,4160,2624,6176,5191,3382,7502,2013
Goesdorf,7,4160,2624,6176,5191,3382,7502,2013
Grevenmacher,24,3845.828,2686,4972,5191,3382,7502,2013
Grosbous,6,4160,2624,6176,5191,3382,7502,2013
Heffingen,0,4160,2624,6176,5191,3382,7502,2013
Hesperange,96,4758.769,3386,5932,5643.494,4338,6378,2013
Hobscheid,12,3786.632,2606,4522,3939.803,3220,4277,2013
Junglinster,18,4441.937,3573,5543,5191,3382,7502,2013
Kaerjeng,37,3583.825,2397,4708,5191,3382,7502,2013
Kayl,52,3867.934,2431,4976,4467.305,3943,5245,2013
Kehlen,16,4281.092,2053,5689,5191,3382,7502,2013
Kiischpelt,1,4160,2624,6176,5191,3382,7502,2013
Koerich,6,4160,2624,6176,5191,3382,7502,2013
Kopstal,7,4160,2624,6176,5805.74,4596,8099,2013
Lac de la Haute-S?e,1,4160,2624,6176,5191,3382,7502,2013
Larochette,11,3588.372,2707,4302,5191,3382,7502,2013
Lenningen,4,4160,2624,6176,5191,3382,7502,2013
Leudelange,14,4676.211,3796,5641,5191,3382,7502,2013
Lintgen,12,3891.442,3057,5293,4273.114,3567,5220,2013
Lorentzweiler,8,4160,2624,6176,5191,3382,7502,2013
Luxembourg City,433,5339.873,3644,7358,6443.662,4973,8637,2013
Mamer,24,4640.985,3891,5410,4790.469,3413,5608,2013
Manternach,0,4160,2624,6176,5191,3382,7502,2013
Mersch,51,3992.072,2642,5050,5191,3382,7502,2013
Mertert,17,3487.794,2322,4748,3925.931,2582,4858,2013
Mertzig,1,4160,2624,6176,5191,3382,7502,2013
Mompach,0,4160,2624,6176,5191,3382,7502,2013
Mondercange,22,3951.249,3118,5051,5191,3382,7502,2013
Mondorf-les-Bains,37,3977.683,2638,5319,5274.712,3878,6498,2013
Niederanven,3,4160,2624,6176,5191,3382,7502,2013
Nommern,0,4160,2624,6176,5191,3382,7502,2013
Parc Hosingen,8,4160,2624,6176,5191,3382,7502,2013
Petange,92,3536.948,2556,4517,3934.035,2997,5083,2013
Preizerdaul,3,4160,2624,6176,5191,3382,7502,2013
Putscheid,0,4160,2624,6176,5191,3382,7502,2013
Rambrouch,3,4160,2624,6176,5191,3382,7502,2013
Reckange-sur-Mess,5,4160,2624,6176,5191,3382,7502,2013
Redange,3,4160,2624,6176,5191,3382,7502,2013
Reisdorf,2,4160,2624,6176,5191,3382,7502,2013
Remich,35,3690.3,2193,4800,5191,3382,7502,2013
Roeser,52,4382.902,3306,5539,5409.038,4562,6538,2013
Rosport,2,4160,2624,6176,5191,3382,7502,2013
Rumelange,25,3475.385,2464,4791,5191,3382,7502,2013
Saeul,3,4160,2624,6176,5191,3382,7502,2013
Sandweiler,16,4837.229,3093,6168,5191,3382,7502,2013
Sanem,63,3695.969,2830,4457,4409.834,3552,5472,2013
Schengen,22,3640.58,2867,4687,5147.937,3598,6536,2013
Schieren,3,4160,2624,6176,5191,3382,7502,2013
Schifflange,37,3727.367,2201,5547,4385.45,3555,5587,2013
Schuttrange,12,4382.679,3739,5625,5191,3382,7502,2013
Septfontaines,0,4160,2624,6176,5191,3382,7502,2013
Stadtbredimus,8,4160,2624,6176,5191,3382,7502,2013
Steinfort,10,3956.172,3556,4433,4637.883,4080,5371,2013
Steinsel,14,4254.747,2585,6096,5467.176,4341,7478,2013
Strassen,51,5232.576,3886,6863,6292.847,5586,7321,2013
Tandel,9,4160,2624,6176,5191,3382,7502,2013
Troisvierges,5,4160,2624,6176,5191,3382,7502,2013
Tuntange,7,4160,2624,6176,4552.961,3936,5130,2013
Useldange,6,4160,2624,6176,5191,3382,7502,2013
Vall? de l'Ernz,6,4160,2624,6176,5191,3382,7502,2013
Vianden,5,4160,2624,6176,5191,3382,7502,2013
Vichten,8,4160,2624,6176,5191,3382,7502,2013
Wahl,2,4160,2624,6176,5191,3382,7502,2013
Waldbillig,2,4160,2624,6176,5191,3382,7502,2013
Waldbredimus,2,4160,2624,6176,5191,3382,7502,2013
Walferdange,36,4621.71,2964,5744,5191,3382,7502,2013
Weiler-la-Tour,5,4160,2624,6176,5191,3382,7502,2013
Weiswampach,6,4160,2624,6176,3318.423,2382,3843,2013
Wiltz,16,2821.589,1912,4685,5191,3382,7502,2013
Wincrange,5,4160,2624,6176,5191,3382,7502,2013
Winseler,5,4160,2624,6176,3593.943,2996,4624,2013
Wormeldange,6,4160,2624,6176,5191,3382,7502,2013
Beaufort,5,4323.188,2754,6487,5283.35,3444,7897,2014
Bech,2,4323.188,2754,6487,5283.35,3444,7897,2014
Beckerich,4,4323.188,2754,6487,5283.35,3444,7897,2014
Berdorf,7,4323.188,2754,6487,5283.35,3444,7897,2014
Bertrange,51,5974.742,4045,7711,6974.749,5452,8113,2014
Bettembourg,40,3925.209,3064,4540,5515.051,4216,6860,2014
Bettendorf,6,4323.188,2754,6487,5283.35,3444,7897,2014
Betzdorf,11,4058.906,2261,5174,5283.35,3444,7897,2014
Bissen,8,4323.188,2754,6487,4404.352,3828,4722,2014
Biwer,0,4323.188,2754,6487,5283.35,3444,7897,2014
Boevange-sur-Attert,1,4323.188,2754,6487,5283.35,3444,7897,2014
Boulaide,4,4323.188,2754,6487,5283.35,3444,7897,2014
Bourscheid,0,4323.188,2754,6487,5283.35,3444,7897,2014
Bous,6,4323.188,2754,6487,5283.35,3444,7897,2014
Clervaux,22,3105.94,2065,3893,3659.109,3418,3931,2014
Colmar-Berg,23,3667.436,2905,4253,5283.35,3444,7897,2014
Consdorf,2,4323.188,2754,6487,5283.35,3444,7897,2014
Contern,16,4237.257,2814,7180,5283.35,3444,7897,2014
Dalheim,3,4323.188,2754,6487,5283.35,3444,7897,2014
Diekirch,32,3747.355,2640,5006,4815.85,4086,5696,2014
Differdange,208,3676.2,2562,4755,4083.738,3380,4804,2014
Dippach,13,4310.926,3281,5529,5283.35,3444,7897,2014
Dudelange,131,3837.057,2698,4827,5321.431,4297,6126,2014
Echternach,22,3924.517,3061,5018,5283.35,3444,7897,2014
Ell,5,4323.188,2754,6487,5283.35,3444,7897,2014
Erpeldange,8,4323.188,2754,6487,5283.35,3444,7897,2014
Esch-sur-Alzette,279,3894.455,2846,5136,4704.335,3959,5386,2014
Esch-sur-S?e,6,4323.188,2754,6487,5283.35,3444,7897,2014
Eschweiler,2,4323.188,2754,6487,5283.35,3444,7897,2014
Ettelbruck,54,4065.033,2756,5404,4811.917,3291,5819,2014
Feulen,7,4323.188,2754,6487,5283.35,3444,7897,2014
Fischbach,3,4323.188,2754,6487,5283.35,3444,7897,2014
Flaxweiler,0,4323.188,2754,6487,5283.35,3444,7897,2014
Frisange,29,4120.192,3195,5048,4792.413,3770,5781,2014
Garnich,2,4323.188,2754,6487,5283.35,3444,7897,2014
Goesdorf,12,3364.693,2495,4034,5283.35,3444,7897,2014
Grevenmacher,36,4132.43,3106,4872,5283.35,3444,7897,2014
Grosbous,4,4323.188,2754,6487,4438.738,4088,4860,2014
Heffingen,2,4323.188,2754,6487,5283.35,3444,7897,2014
Hesperange,103,4948.887,3692,6149,6010.304,4898,7225,2014
Hobscheid,15,3722.201,2821,4379,5283.35,3444,7897,2014
Junglinster,18,4473.54,3037,6032,4830.23,3497,5598,2014
Kaerjeng,46,3844.951,2946,4716,5283.35,3444,7897,2014
Kayl,51,3897.749,2860,4780,4389.146,2937,5597,2014
Kehlen,13,4532.964,3054,5706,5113.648,4626,5927,2014
Kiischpelt,2,4323.188,2754,6487,5283.35,3444,7897,2014
Koerich,5,4323.188,2754,6487,5283.35,3444,7897,2014
Kopstal,11,5070.544,3348,7473,6671.999,5609,7934,2014
Lac de la Haute-S?e,3,4323.188,2754,6487,5283.35,3444,7897,2014
Larochette,12,3735.932,2890,4234,5283.35,3444,7897,2014
Lenningen,3,4323.188,2754,6487,5283.35,3444,7897,2014
Leudelange,16,4993.801,3863,6342,5283.35,3444,7897,2014
Lintgen,16,4165.789,3006,5248,4205.323,3633,5357,2014
Lorentzweiler,13,4713.437,3231,5879,5435.31,4993,5943,2014
Luxembourg City,536,5616.201,3946,7564,6745.443,5099,9089,2014
Mamer,39,4699.109,2996,5693,5532.278,3745,6067,2014
Manternach,0,4323.188,2754,6487,5283.35,3444,7897,2014
Mersch,61,4115.708,3176,5283,4568.739,3347,5306,2014
Mertert,24,3661.58,2701,4661,5283.35,3444,7897,2014
Mertzig,4,4323.188,2754,6487,5283.35,3444,7897,2014
Mompach,0,4323.188,2754,6487,5283.35,3444,7897,2014
Mondercange,29,4268.125,3100,5011,5283.35,3444,7897,2014
Mondorf-les-Bains,53,4240.231,3106,5310,4949.143,3763,6210,2014
Niederanven,1,4323.188,2754,6487,5283.35,3444,7897,2014
Nommern,3,4323.188,2754,6487,5283.35,3444,7897,2014
Parc Hosingen,8,4323.188,2754,6487,5283.35,3444,7897,2014
Petange,105,3590.012,2548,4656,3781.58,2911,4884,2014
Preizerdaul,4,4323.188,2754,6487,5283.35,3444,7897,2014
Putscheid,0,4323.188,2754,6487,5283.35,3444,7897,2014
Rambrouch,7,4323.188,2754,6487,5283.35,3444,7897,2014
Reckange-sur-Mess,9,4323.188,2754,6487,5283.35,3444,7897,2014
Redange,5,4323.188,2754,6487,4083.966,2504,5313,2014
Reisdorf,2,4323.188,2754,6487,5283.35,3444,7897,2014
Remich,40,3766.704,2274,4944,5283.35,3444,7897,2014
Roeser,55,4472.968,3260,5725,5374.824,4769,6324,2014
Rosport,2,4323.188,2754,6487,5283.35,3444,7897,2014
Rumelange,29,3558.148,2759,4617,5283.35,3444,7897,2014
Saeul,9,4323.188,2754,6487,5283.35,3444,7897,2014
Sandweiler,19,4862.558,3790,6453,5283.35,3444,7897,2014
Sanem,86,4053.875,2852,5277,4685.347,4111,5291,2014
Schengen,30,3261.414,1836,4392,5283.35,3444,7897,2014
Schieren,4,4323.188,2754,6487,5283.35,3444,7897,2014
Schifflange,56,3789.138,2828,5088,4595.778,4056,5668,2014
Schuttrange,18,4734.676,3787,5472,5283.35,3444,7897,2014
Septfontaines,0,4323.188,2754,6487,5283.35,3444,7897,2014
Stadtbredimus,16,3578.761,2025,4909,5283.35,3444,7897,2014
Steinfort,20,3942.106,2619,4997,5283.35,3444,7897,2014
Steinsel,14,4564.085,3640,5927,5283.35,3444,7897,2014
Strassen,59,5576.987,3674,7174,6809.667,6125,7741,2014
Tandel,2,4323.188,2754,6487,5283.35,3444,7897,2014
Troisvierges,6,4323.188,2754,6487,5283.35,3444,7897,2014
Tuntange,5,4323.188,2754,6487,4493.886,3817,5260,2014
Useldange,3,4323.188,2754,6487,5283.35,3444,7897,2014
Vall? de l'Ernz,11,3401.706,2456,4492,5283.35,3444,7897,2014
Vianden,4,4323.188,2754,6487,5283.35,3444,7897,2014
Vichten,2,4323.188,2754,6487,5283.35,3444,7897,2014
Wahl,0,4323.188,2754,6487,5283.35,3444,7897,2014
Waldbillig,4,4323.188,2754,6487,5283.35,3444,7897,2014
Waldbredimus,2,4323.188,2754,6487,5283.35,3444,7897,2014
Walferdange,44,4725.791,3323,5762,5283.35,3444,7897,2014
Weiler-la-Tour,7,4323.188,2754,6487,5283.35,3444,7897,2014
Weiswampach,8,4323.188,2754,6487,3594.236,3259,3854,2014
Wiltz,28,3031.256,2197,4707,5283.35,3444,7897,2014
Wincrange,5,4323.188,2754,6487,5283.35,3444,7897,2014
Winseler,20,3263.385,2795,4185,3563.287,2750,4461,2014
Wormeldange,5,4323.188,2754,6487,5283.35,3444,7897,2014
Beaufort,3,4470.578,2782,6803,5589.387,3683,7772,2015
Bech,1,4470.578,2782,6803,5589.387,3683,7772,2015
Beckerich,9,4470.578,2782,6803,5589.387,3683,7772,2015
Berdorf,8,4470.578,2782,6803,5589.387,3683,7772,2015
Bertrange,26,5773.148,4116,8090,7092.145,6252,8613,2015
Bettembourg,53,4075.371,3112,5189,5474.441,3751,6717,2015
Bettendorf,11,3443.911,2095,5678,4236.179,3031,5263,2015
Betzdorf,7,4470.578,2782,6803,5608.615,5069,6519,2015
Bissen,17,3789.934,3174,4717,5589.387,3683,7772,2015
Biwer,1,4470.578,2782,6803,5589.387,3683,7772,2015
Boevange-sur-Attert,2,4470.578,2782,6803,5589.387,3683,7772,2015
Boulaide,3,4470.578,2782,6803,5589.387,3683,7772,2015
Bourscheid,0,4470.578,2782,6803,5589.387,3683,7772,2015
Bous,11,4303.006,3104,5582,5589.387,3683,7772,2015
Clervaux,15,3200.625,2139,4416,3518.083,2577,4046,2015
Colmar-Berg,19,4128.748,2949,5365,5589.387,3683,7772,2015
Consdorf,3,4470.578,2782,6803,5589.387,3683,7772,2015
Contern,17,4584.945,2897,6503,6339.379,5608,7752,2015
Dalheim,7,4470.578,2782,6803,5589.387,3683,7772,2015
Diekirch,36,4166.409,3152,5666,4826.626,4143,5698,2015
Differdange,210,3858.024,2537,4985,4174.143,3081,5065,2015
Dippach,16,4558.71,2811,5795,5589.387,3683,7772,2015
Dudelange,130,3980.325,2792,5151,5259.101,3871,5945,2015
Echternach,18,3977.222,2833,5147,5154.434,4972,5702,2015
Ell,3,4470.578,2782,6803,5589.387,3683,7772,2015
Erpeldange,6,4470.578,2782,6803,5589.387,3683,7772,2015
Esch-sur-Alzette,264,3867.731,2754,5112,5613.273,3951,7070,2015
Esch-sur-S?e,5,4470.578,2782,6803,5589.387,3683,7772,2015
Ettelbruck,66,3674.434,2634,5073,5100.105,3846,5775,2015
Feulen,0,4470.578,2782,6803,4126.546,2973,4732,2015
Fischbach,5,4470.578,2782,6803,5589.387,3683,7772,2015
Flaxweiler,1,4470.578,2782,6803,5589.387,3683,7772,2015
Frisange,31,4622.278,3284,5696,5048.612,4294,5954,2015
Garnich,0,4470.578,2782,6803,5589.387,3683,7772,2015
Goesdorf,2,4470.578,2782,6803,5589.387,3683,7772,2015
Grevenmacher,33,3948.47,2783,5281,5589.387,3683,7772,2015
Grosbous,3,4470.578,2782,6803,5589.387,3683,7772,2015
Heffingen,2,4470.578,2782,6803,5589.387,3683,7772,2015
Hesperange,100,5312.129,3530,6730,6158.815,5031,7822,2015
Hobscheid,15,4180.134,3069,5452,5589.387,3683,7772,2015
Junglinster,15,4909.447,3930,5981,5589.387,3683,7772,2015
Kaerjeng,51,4044.644,3219,5126,5589.387,3683,7772,2015
Kayl,65,3993.751,3063,4990,4424.113,3389,5196,2015
Kehlen,6,4470.578,2782,6803,5484.042,4180,6467,2015
Kiischpelt,2,4470.578,2782,6803,5589.387,3683,7772,2015
Koerich,4,4470.578,2782,6803,5589.387,3683,7772,2015
Kopstal,11,4718.055,3498,6072,5589.387,3683,7772,2015
Lac de la Haute-S?e,2,4470.578,2782,6803,5589.387,3683,7772,2015
Larochette,11,3667.465,2947,4356,5589.387,3683,7772,2015
Lenningen,5,4470.578,2782,6803,5589.387,3683,7772,2015
Leudelange,29,5411.193,4133,6586,5589.387,3683,7772,2015
